img,name,link,engDescription,jpDescription,tags,filterTag,platform,price,category_id
lightroom.svg,Lightroom,https://www.adobe.com/products/photoshop-lightroom.html,Photo editing and organization software with cloud synchronization.,クラウド同期機能を備えた写真編集と整理ソフトウェア。,"Photo, Editor, Organization, Cloud",Image,"Apple, Windows",Paid,64761102ba22fed734b9de7a
loom.svg,Loom,https://www.loom.com/,Screen recording and video messaging platform for communication and collaboration.,コミュニケーションとコラボレーションのための画面録画とビデオメッセージングプラットフォーム。,"Screen Recording, Video, Communication","Video,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
luminar.svg,Luminar,https://skylum.com/luminar,AI-powered photo editing software with advanced enhancement features.,高度な強化機能を備えたAI搭載の写真編集ソフトウェア。,"AI, Photo, Editor, Enhancement","AI,Image","Apple, Windows",Paid,64761102ba22fed734b9de7a
lunacy.svg,Lunacy,https://icons8.com/lunacy,"Free design software with built-in graphics and AI tools to streamline workflow.",無料のデザインソフトウェアには、グラフィックスやAIツールを組み込んで、ワークフローをスタートアップするのに役立つ機能が搭載されています。ソフトウェアには、オートレイアウト、Figmaインポートなど、生産性を高めるツールが含まれています。,"Graphic, AI , Workflow","AI,Image,Illustration","Apple, Windows, Browser",Free,64761102ba22fed734b9de7a
mailchimp.svg,Mailchimp,https://mailchimp.com/,Email marketing platform with automation and analytics features.,自動化と分析機能を備えたメールマーケティングプラットフォーム。,"Email, Marketing, Automation","NoCode,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
marvel.svg,Marvel,https://marvelapp.com/,Design and prototyping platform for creating interactive mockups and wireframes.,インタラクティブなモックアップとワイヤーフレームを作成するためのデザインとプロトタイピングプラットフォーム。,"Design, Prototype, Mockup, Wireframe","UI Design,UX Design",Browser,Freemium,64761102ba22fed734b9de7a
memberstack.svg,Memberstack,https://www.memberstack.com/,A platform for adding membership and user authentication to websites.,ウェブサイトにメンバーシップとユーザー認証を追加するためのプラットフォーム,"Membership, Authentication, Website","NoCode,UI Design,Website",Browser,Paid,64761102ba22fed734b9de7a
mendix.svg,Mendix,https://www.mendix.com/,Low-code platform for building enterprise applications with visual development tools.,ビジュアル開発ツールを備えたエンタープライズアプリケーションを構築するためのローコードプラットフォーム。,"Low-code, Enterprise, Visual","NoCode,App",Browser,Paid,64761102ba22fed734b9de7a
miro.svg,Miro,https://miro.com/,Online collaborative whiteboard platform for brainstorming and project planning.,ブレインストーミングとプロジェクト計画のためのオンライン共同ホワイトボードプラットフォーム。,"Collaborative, Whiteboard, Brainstorming","UX Design,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
mixamo.svg,Mixamo,https://www.mixamo.com/,3D character animation service with rigging and motion capture capabilities.,リギングとモーションキャプチャ機能を備えた3Dキャラクターアニメーションサービス。,"3D, Character, Animation, Rigging","Animation,Others",Browser,Free,64761102ba22fed734b9de7a
monday.svg,Monday,https://monday.com/,Work management platform for team collaboration and project tracking.,チームコラボレーションとプロジェクト追跡のための作業管理プラットフォーム。,"Work Management, Team, Collaboration","NoCode,Productivity",Browser,Paid,64761102ba22fed734b9de7a
moqups.svg,Moqups,https://moqups.com/,Design and prototyping tool for creating wireframes and mockups.,ワイヤーフレームとモックアップを作成するためのデザインとプロトタイピングツール。,"Design, Prototype, Wireframe, Mockup","UI Design,UX Design",Browser,Freemium,64761102ba22fed734b9de7a
muse.svg,Muse,https://www.adobe.com/products/muse.html,Website design software for creating responsive websites without coding.,コーディングなしでレスポンシブウェブサイトを作成するためのウェブサイトデザインソフトウェア。,"Website, Design, Responsive","NoCode,UI Design,Website","Apple, Windows",Paid,64761102ba22fed734b9de7a
musicmaker.svg,Music Maker,https://www.magix.com/us/music/music-maker/,Music production software with loops and virtual instruments for beginners.,初心者向けのループとバーチャル楽器を備えた音楽制作ソフトウェア。,"Music, Production, Loops, Virtual",Audio,Windows,Freemium,64761102ba22fed734b9de7a
nativescript.svg,NativeScript,https://nativescript.org/,Framework for building native mobile apps using JavaScript and TypeScript.,JavaScriptとTypeScriptを使用してネイティブモバイルアプリを構築するためのフレームワーク。,"Native, Mobile, JavaScript, TypeScript","NoCode,UI Design,App","Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
netlify.svg,Netlify,https://www.netlify.com/,Platform for deploying and hosting modern web applications with continuous deployment.,継続的デプロイメントを備えた現代的なウェブアプリケーションのデプロイとホスティングのためのプラットフォーム。,"Deploy, Hosting, Web, Continuous","NoCode,Website",Browser,Freemium,64761102ba22fed734b9de7a
ninox.svg,Ninox,https://ninox.com/,Database platform for creating custom business applications.,カスタムビジネスアプリケーションを作成するためのデータベースプラットフォーム,"Database, Custom, Business","NoCode,Productivity",Browser,Paid,64761102ba22fed734b9de7a
notion.svg,Notion,https://www.notion.so/,All-in-one workspace for notes, tasks, databases, and collaboration.,ノート、タスク、データベース、コラボレーションのためのオールインワンワークスペース。,"All-in-one, Workspace, Notes, Tasks","NoCode,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
nuke.svg,Nuke,https://www.foundry.com/products/nuke,Professional compositing software for visual effects and post-production.,ビジュアルエフェクトとポストプロダクションのためのプロ用コンポジットソフトウェア。,"Compositing, Visual Effects","Video,Animation","Apple, Windows, Linux",Paid,64761102ba22fed734b9de7a
obs.svg,OBS Studio,https://obsproject.com/,Free and open-source software for video recording and live streaming.,ビデオ録画とライブストリーミングのための無料でオープンソースのソフトウェア。,"Video, Recording, Live Streaming","Video,Others","Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
ocenaudio.svg,Ocenaudio,https://www.ocenaudio.com/,Cross-platform audio editor with real-time preview and effects.,リアルタイムプレビューとエフェクトを備えたクロスプラットフォームオーディオエディター。,"Audio, Editor, Real-time, Effects",Audio,"Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
openshot.svg,OpenShot,https://www.openshot.org/,Free and open-source video editor with simple interface and powerful features.,シンプルなインターフェースと強力な機能を備えた無料でオープンソースのビデオエディター。,"Video, Editor, Simple, Powerful","Video,Others","Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
outsystems.svg,OutSystems,https://www.outsystems.com/,Low-code platform for building enterprise applications with visual development.,ビジュアル開発を備えたエンタープライズアプリケーションを構築するためのローコードプラットフォーム。,"Low-code, Enterprise, Visual","NoCode,App",Browser,Paid,64761102ba22fed734b9de7a
paintnet.svg,Paint.NET,https://www.getpaint.net/,Free image and photo editing software for Windows with layers and effects.,レイヤーとエフェクトを備えたWindows用の無料画像・写真編集ソフトウェア。,"Image, Photo, Editor, Layers",Image,Windows,Free,64761102ba22fed734b9de7a
paintshoppro.svg,PaintShop Pro,https://www.paintshoppro.com/,Photo editing software with advanced tools for image manipulation and design.,画像操作とデザインのための高度なツールを備えた写真編集ソフトウェア。,"Photo, Editor, Image, Manipulation",Image,Windows,Paid,64761102ba22fed734b9de7a
pencil2d.svg,Pencil2D,https://www.pencil2d.org/,Free and open-source 2D animation software for traditional hand-drawn animation.,従来の手描きアニメーションのための無料でオープンソースの2Dアニメーションソフトウェア。,"2D, Animation, Hand-drawn","Animation,Others","Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
photopea.svg,Photopea,https://www.photopea.com/,Free online photo editor that supports PSD files and advanced editing features.,PSDファイルと高度な編集機能をサポートする無料のオンライン写真エディター。,"Photo, Editor, PSD, Online",Image,Browser,Free,64761102ba22fed734b9de7a
photoshop.svg,Photoshop,https://www.adobe.com/products/photoshop.html,Industry-standard image editing software with comprehensive tools and features.,包括的なツールと機能を備えた業界標準の画像編集ソフトウェア。,"Image, Editor, Industry-standard",Image,"Apple, Windows",Paid,64761102ba22fed734b9de7a
pixelmator.svg,Pixelmator,https://www.pixelmator.com/,Image editing software for Apple with professional tools and intuitive interface.,プロフェッショナルツールと直感的なインターフェースを備えたApple用画像編集ソフトウェア。,"Image, Editor, Professional, Intuitive",Image,Apple,Paid,64761102ba22fed734b9de7a
pocketbase.svg,PocketBase,https://pocketbase.io/,Open-source backend as a service with real-time database and authentication.,リアルタイムデータベースと認証を備えたオープンソースのバックエンドサービス。,"Backend, Database, Authentication","NoCode,App",Browser,Free,64761102ba22fed734b9de7a
premiere.svg,Premiere Pro,https://www.adobe.com/products/premiere.html,Professional video editing software with advanced features for film and video production.,映画とビデオ制作のための高度な機能を備えたプロ用ビデオ編集ソフトウェア。,"Video, Editor, Professional, Film","Video,Animation","Apple, Windows",Paid,64761102ba22fed734b9de7a
procreate.svg,Procreate,https://procreate.art/,Digital illustration app for iPad with natural drawing tools and creative features.,自然な描画ツールとクリエイティブ機能を備えたiPad用デジタルイラストアプリ。,"Digital, Illustration, iPad, Drawing","Illustration,App",Apple,Paid,64761102ba22fed734b9de7a
protopie.svg,ProtoPie,https://www.protopie.io/,Advanced prototyping tool for creating interactive and realistic prototypes.,インタラクティブでリアルなプロトタイプを作成するための高度なプロトタイピングツール。,"Prototype, Interactive, Realistic","UI Design,UX Design","Apple, Windows",Paid,64761102ba22fed734b9de7a
quickbase.svg,QuickBase,https://www.quickbase.com/,Low-code platform for building custom business applications and workflows.,カスタムビジネスアプリケーションとワークフローを構築するためのローコードプラットフォーム。,"Low-code, Business, Custom, Workflow","NoCode,Productivity",Browser,Paid,64761102ba22fed734b9de7a
rawtherapee.svg,RawTherapee,https://rawtherapee.com/,Free RAW image processing software with advanced color correction and enhancement tools.,高度なカラーコレクションと強化ツールを備えた無料のRAW画像処理ソフトウェア。,"RAW, Image, Processing, Color",Image,"Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
reaper.svg,REAPER,https://www.reaper.fm/,Digital audio workstation with flexible licensing and comprehensive recording features.,柔軟なライセンスと包括的な録音機能を備えたデジタルオーディオワークステーション。,"Audio, Workstation, Recording","Audio,Others","Apple, Windows, Linux",Paid,64761102ba22fed734b9de7a
retool.svg,Retool,https://retool.com/,Platform for building internal tools and admin panels with drag-and-drop interface.,ドラッグアンドドロップインターフェースを備えた内部ツールと管理パネルを構築するためのプラットフォーム。,"Internal Tools, Admin, Drag-and-drop","NoCode,Productivity",Browser,Paid,64761102ba22fed734b9de7a
rive.svg,Rive,https://rive.app/,Real-time interactive design tool for creating animations and interactive graphics.,アニメーションとインタラクティブグラフィックスを作成するためのリアルタイムインタラクティブデザインツール。,"Real-time, Interactive, Animation","Animation,UI Design",Browser,Freemium,64761102ba22fed734b9de7a
salesforce.svg,Salesforce,https://www.salesforce.com/,Customer relationship management platform with cloud-based solutions.,クラウドベースのソリューションを備えた顧客関係管理プラットフォーム。,"CRM, Customer, Cloud-based","NoCode,Productivity",Browser,Paid,64761102ba22fed734b9de7a
seashore.svg,Seashore,https://sourceforge.net/projects/seashore/,Image editing software for Apple based on GIMP with simplified interface.,簡素化されたインターフェースを備えたGIMPベースのApple用画像編集ソフトウェア。,"Image, Editor, GIMP, Simplified",Image,Apple,Free,64761102ba22fed734b9de7a
shopify.svg,Shopify,https://www.shopify.com/,E-commerce platform for building and managing online stores with payment processing.,支払い処理を備えたオンラインストアの構築と管理のためのeコマースプラットフォーム。,"E-commerce, Online Store, Payment","NoCode,UI Design,Website",Browser,Paid,64761102ba22fed734b9de7a
shotcut.svg,Shotcut,https://shotcut.org/,Free and open-source video editor with wide format support and advanced features.,幅広いフォーマットサポートと高度な機能を備えた無料でオープンソースのビデオエディター。,"Video, Editor, Format, Advanced","Video,Others","Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
sketch.svg,Sketch,https://www.sketch.com/,Vector graphics editor for digital design with symbols and collaborative features.,シンボルとコラボレーション機能を備えたデジタルデザイン用ベクターグラフィックスエディター。,"Vector, Graphics, Digital, Collaborative","UI Design,UX Design",Apple,Paid,64761102ba22fed734b9de7a
sketchbook.svg,SketchBook,https://www.sketchbook.com/,Digital art and drawing software with natural drawing tools and customizable brushes.,自然な描画ツールとカスタマイズ可能なブラシを備えたデジタルアートと描画ソフトウェア。,"Digital Art, Drawing, Natural, Brushes","Illustration,Others","Apple, Windows, Android",Free,64761102ba22fed734b9de7a
smartsheet.svg,Smartsheet,https://www.smartsheet.com/,Work management platform combining spreadsheet interface with project management features.,スプレッドシートインターフェースとプロジェクト管理機能を組み合わせた作業管理プラットフォーム。,"Work Management, Spreadsheet, Project","NoCode,Productivity",Browser,Paid,64761102ba22fed734b9de7a
softr.svg,Softr,https://www.softr.io/,No-code platform for building web applications from Airtable databases.,Airtableデータベースからウェブアプリケーションを構築するためのコードなしプラットフォーム。,"NoCode, Web, Airtable, Database","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
soundforge.svg,Sound Forge,https://www.magix.com/us/music/sound-forge/,Professional audio editing software with advanced waveform editing and mastering tools.,高度な波形編集とマスタリングツールを備えたプロ用オーディオ編集ソフトウェア。,"Audio, Editor, Waveform, Mastering",Audio,Windows,Paid,64761102ba22fed734b9de7a
squarespace.svg,Squarespace,https://www.squarespace.com/,Website builder with designer templates and integrated e-commerce functionality.,デザイナーテンプレートと統合されたeコマース機能を備えたウェブサイトビルダー。,"Website, Designer, Templates, E-commerce","NoCode,UI Design,Website",Browser,Paid,64761102ba22fed734b9de7a
stacker.svg,Stacker,https://www.stackerhq.com/,No-code platform for building custom applications from existing data sources.,既存のデータソースからカスタムアプリケーションを構築するためのコードなしプラットフォーム。,"NoCode, Custom, Data Sources","NoCode,App",Browser,Paid,64761102ba22fed734b9de7a
strikingly.svg,Strikingly,https://www.strikingly.com/,Website builder focused on creating simple and mobile-optimized one-page websites.,シンプルでモバイル最適化された1ページウェブサイトの作成に焦点を当てたウェブサイトビルダー。,"Website, Simple, Mobile, One-page","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
studio.svg,Studio One,https://www.presonus.com/products/Studio-One,Digital audio workstation with integrated mastering suite and virtual instruments.,統合されたマスタリングスイートとバーチャル楽器を備えたデジタルオーディオワークステーション。,"Audio, Workstation, Mastering, Virtual",Audio,"Apple, Windows",Paid,64761102ba22fed734b9de7a
supabase.svg,Supabase,https://supabase.com/,Open-source Firebase alternative with PostgreSQL database and real-time features.,PostgreSQLデータベースとリアルタイム機能を備えたオープンソースのFirebase代替。,"Open-source, Database, Real-time","NoCode,App",Browser,Freemium,64761102ba22fed734b9de7a
thunkable.svg,Thunkable,https://thunkable.com/,No-code platform for building native mobile apps with drag-and-drop interface.,ドラッグアンドドロップインターフェースを備えたネイティブモバイルアプリを構築するためのコードなしプラットフォーム。,"NoCode, Native, Mobile, Drag-and-drop","NoCode,UI Design,App",Browser,Freemium,64761102ba22fed734b9de7a
tilda.svg,Tilda,https://tilda.cc/,Website builder with block-based design system for creating visually appealing sites.,視覚的に魅力的なサイトを作成するためのブロックベースのデザインシステムを備えたウェブサイトビルダー。,"Website, Block-based, Visual","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
tooljet.svg,ToolJet,https://tooljet.io/,Open-source low-code platform for building internal tools and business applications.,内部ツールとビジネスアプリケーションを構築するためのオープンソースローコードプラットフォーム。,"Open-source, Low-code, Internal, Business","NoCode,Productivity",Browser,Free,64761102ba22fed734b9de7a
tracktion.svg,T7 DAW,https://www.tracktion.com/products/t7-daw,Free digital audio workstation with unlimited audio and MIDI tracks.,無制限のオーディオとMIDIトラックを備えた無料のデジタルオーディオワークステーション。,"Audio, Workstation, Unlimited, MIDI",Audio,"Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
typeface.svg,Typeface,https://www.monotype.com/,Font management and design software for creating and organizing typefaces.,タイプフェースの作成と整理のためのフォント管理とデザインソフトウェア。,"Font, Management, Design, Typeface",Font,"Apple, Windows",Paid,64761102ba22fed734b9de7a
typeform.svg,Typeform,https://www.typeform.com/,Platform for creating interactive forms and surveys with engaging user experience.,魅力的なユーザーエクスペリエンスを備えたインタラクティブフォームとアンケートを作成するためのプラットフォーム。,"Interactive, Forms, Surveys, Experience","NoCode,UX Design,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
uibakery.svg,UI Bakery,http://uibakery.io/,A no-code platform for designing and launching web applications.,ウェブアプリケーションの設計とローンチを行うためのノーコードプラットフォーム,"NoCode,Web App","NoCode,UI Design,App",Browser,Freemium,64761102ba22fed734b9de7a
uiflow.svg,Uiflow,http://uiflow.com/,A platform for designing and prototyping user interfaces.,ユーザーインターフェースの設計とプロトタイピングのためのプラットフォーム,"Prototype, UI","NoCode,UI Design,UX Design",Browser,Freemium,64761102ba22fed734b9de7a
unflow.svg,Unflow,http://unflow.io/,A tool for creating web designs without code.,コードなしでウェブデザインを作成するツール。,"Web, Code","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
universe.svg,Universe,https://www.onuniverse.com/,Mobile website builder for creating websites directly on phones.,携帯電話で直接ウェブサイトを作成することができるモバイルウェブサイトビルダー。,"Mobile, Website","NoCode,UI Design,Website","Apple,Browser",Freemium,64761102ba22fed734b9de7a
unstack.svg,Unstack,https://www.unstack.com/,Marketing platform with website builder and CRM for lead management.,マーケティングプラットフォームには、ウェブサイトビルダーとリードマネジメントのためのCRMが含まれています。,"Marketing, Website builder, CRM","NoCode,UI Design,Website, Productivity ",Browser,Paid,64761102ba22fed734b9de7a
userguiding.svg,UserGuiding,https://userguiding.com/,A platform for creating user onboarding experiences for web applications.,Webアプリケーションのユーザーオンボーディング体験を作成するプラットフォーム。,"Onboarding, UX Design","NoCode,UX Design,Productivity",Browser,Paid,64761102ba22fed734b9de7a
utilize.svg,Utilize,https://www.utilize.app/,A platform for team collaboration and project management.,チームコラボレーションとプロジェクト管理のためのプラットフォーム,"Team, Collaboration, manager","NoCode,Productivity ",Browser,Paid,64761102ba22fed734b9de7a
versoly.svg,Versoly,https://www.versoly.com/,"Website builder for marketers and designers, focused on conversion.",マーケターとデザイナー向けのウェブサイトビルダーで、コンバージョンに焦点を当てています。,"Website, Marketer, Conversion","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
vev.svg,Vev,https://www.vev.design/,Collaborative website design tool that simplifies creating interactive websites.,コラボレーションウェブサイトデザインツールは、インタラクティブウェブサイトを作成するプロセスを簡素化します。,"Website, Interactive, Collaborative","NoCode,UI Design,Productivity ",Browser,Freemium,64761102ba22fed734b9de7a
videoeditor.svg,Video Editor,https://www.movavi.com/videoeditor/,User-friendly video editing software with effects and transitions.,ユーザーフレンドリーな動画編集ソフトウェアで、エフェクト、トランジション、フィルターなどの多くの機能を備えています。,"Video Editor, Effect","Video, Image","Apple, Windows",Free,64761102ba22fed734b9de7a
voiceflow.svg,Voiceflow,https://www.voiceflow.com/,A no-code platform for building voice applications.,音声アプリケーションを構築するためのコードなしプラットフォーム。,"NoCode, Voice, App","NoCode,App",Browser,Freemium,64761102ba22fed734b9de7a
wavelab.svg,WaveLab,https://www.steinberg.net/wavelab/,Audio editing software,オーディオ編集ソフト,"Audio, Editor",Audio,"Windows, Apple",Paid,64761102ba22fed734b9de7a
wavepad.svg,WavePad,https://www.nch.com.au/wavepad/,Audio editing software for modern recording studios.,オーディオ編集ソフトウェアは、現代録音スタジオの標準です。,"Audio, Editor, Standard",Audio,"Windows, Apple",Freemium,64761102ba22fed734b9de7a
waveshop.svg,WaveShop,http://waveshop.sourceforge.net/,Free audio editor,無料のオーディオエディター,"Editor, Audio,  Sound",Audio,Windows,Free,64761102ba22fed734b9de7a
webflow.svg,Webflow,https://webflow.com/,A visual website builder for creating responsive websites.,レスポンシブウェブサイトを作成するためのビジュアルウェブサイトビルダー,"Website, Responsive, Visual","NoCode,UI Design,Website",Browser,Paid,64761102ba22fed734b9de7a
webfont.svg,Webfont,https://webfontapp.com/,Easily create and maintain custom SVG icon fonts,簡単にカスタムSVGアイコンフォントを作成して維持できます。,"Custom, SVG, Icon, Font","Icon,Font",Apple,Freemium,64761102ba22fed734b9de7a
weebly.svg,Weebly,https://www.weebly.com/,Website builder with drag-and-drop interface for various site types.,ドラッグアンドドロップインターフェースを備えた、さまざまなタイプのサイトに適したウェブサイトビルダー。,"Website, Interface, NoCode","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
wix.svg,Wix,https://www.wix.com/,Website builder with drag-and-drop functionality for easy website creation.,ウェブサイトビルダーは、簡単なウェブサイト作成のためのドラッグアンドドロップ機能を提供しています。,"Website, Creation","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
wized.svg,Wized,http://wized.com/,A platform for building and selling online courses.,オンラインコースのビルドと販売のためのプラットフォーム,"Selling,  courses","NoCode,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
workiom.svg,Workiom,https://workiom.com/,A platform for creating custom business applications.,カスタムビジネスアプリケーションを作成するためのプラットフォーム,"Custom,  App","NoCode,UX design",Browser,Paid,64761102ba22fed734b9de7a
xnviewmp.svg,XnView MP,https://www.xnview.com/,Image viewer and organizer with basic editing and batch conversion features.,画像ビューアーと基本的な編集機能とバッチ変換を備えたオーガナイザー,"Image, Viewer, Organizer, Editor",Image,"Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
xscope.svg,xScope,https://xscopeapp.com,Measure and test colors with precision.,色を測定し、検査し、テストします。,"Measure, Inspect, Test, Color",Color,Apple,Paid,64761102ba22fed734b9de7a
ycode.svg,Ycode,https://www.ycode.com/,Visual web development platform for building websites without code.,コードなしでウェブサイトを構築できる視覚的なウェブ開発プラットフォーム。,"Web Dev, Website, Code, Visual","NoCode,UI Design,Productivity ",Browser,Freemium,64761102ba22fed734b9de7a
zapier.svg,Zapier,https://zapier.com/,A platform for automating workflows between web applications.,Webアプリ間のワークフローを自動化するプラットフォーム,"Automating, Workflow, Web App","NoCode,App,UX Design",Browser,Freemium,64761102ba22fed734b9de7a
zendesk.svg,Zendesk,https://www.zendesk.com/,A platform for managing customer support and help desk tasks.,顧客サポートとヘルプデスクタスクを管理するためのプラットフォーム,"Task, Manager","NoCode,Productivity,Others",Browser,Paid,64761102ba22fed734b9de7a
zohocreator.svg,Zoho Creator,https://www.zoho.com/creator/,A no-code platform for building web and mobile applications.,ウェブやモバイルアプリを構築するためのコードなしプラットフォーム,"NoCode, Web, Mobile, App","NoCode,App,Website",Browser,Paid,64761102ba22fed734b9de7a
zonerphotostudio.svg,Zoner Photo Studio,https://www.zoner.com/photo-studio,Photo editing and management software with RAW processing capabilities.,統合的な写真編集と管理ソフトウェアをRAW処理能力を持つ,"Image, Editor, Manager, RAW",Image,Windows,Free,64761102ba22fed734b9de7a
